Row No.,uri,prediction_labels,danceability,energy,loudness,acousticness,instrumentalness,valence,prediction,image_path
1,https://open.spotify.com/track/13qXyQlUgPHkfner0KR8MF,1,0.911,0.614,-7.815,0.2169,7.94E-04,0.52,happy,C:\Users\nirle\OneDrive\Pictures\Camera Roll\Happy.jpg
